"Activity" "Subject" "Feature" "Axial" "mean_mean" "mean_meanFreq" "mean_std"
"LAYING" 2 "tBodyGyro" "Z" 0.144882846104167 NA -0.960306560416667
"LAYING" 2 "tBodyGyroJerk" "X" -0.101974134208333 NA -0.993235849166667
"LAYING" 2 "tBodyGyroJerk" "Z" -0.0701783020833333 NA -0.98803582125
"LAYING" 2 "tBodyGyroJerkMag" "" -0.991767074166667 NA -0.989718095208333
"LAYING" 2 "tGravityAcc" "X" -0.509754238125 NA -0.959014441458333
"LAYING" 2 "tGravityAcc" "Z" 0.646834879583333 NA -0.984230418125
"LAYING" 3 "fBodyAcc" "Y" -0.961169982903226 0.238470751435484 -0.964094604193548
"LAYING" 3 "fBodyAccJerk" "X" -0.980513202258064 0.17597855438871 -0.983122615967742
"LAYING" 3 "fBodyAccJerk" "Z" -0.979122344354839 0.0448196905903226 -0.983711904677419
"LAYING" 3 "fBodyAccMag" "" -0.96552427516129 0.236990127870968 -0.968350217419355
"LAYING" 3 "fBodyBodyGyroMag" "" -0.96458672483871 -0.0229296114693548 -0.955441855806452
"LAYING" 3 "fBodyGyro" "Y" -0.978099682258065 -0.0266820108903226 -0.977032495483871
"LAYING" 3 "tBodyAcc" "X" 0.275516852741935 NA -0.982776639193548
"LAYING" 3 "tBodyAcc" "Z" -0.101300477506452 NA -0.96369103483871
"LAYING" 3 "tBodyAccJerk" "X" 0.0769811125806452 NA -0.98087931483871
"LAYING" 3 "tBodyAccJerk" "Z" -0.00435625874355645 NA -0.982093162903226
"LAYING" 3 "tBodyAccJerkMag" "" -0.979484593387097 NA -0.976121297903226
"LAYING" 3 "tBodyAccMag" "" -0.972791346129032 NA -0.964218176451613
"LAYING" 3 "tBodyGyro" "X" -0.0208170540330645 NA -0.974545752096774
"LAYING" 3 "tBodyGyro" "Z" 0.137999561112903 NA -0.963505609032258
"LAYING" 3 "tBodyGyroJerk" "X" -0.10004449883871 NA -0.980328645
"LAYING" 3 "tBodyGyroJerk" "Z" -0.06873387 NA -0.983338279516129
"LAYING" 3 "tBodyGyroJerkMag" "" -0.98671362516129 NA -0.983139255645161
"LAYING" 3 "tGravityAcc" "X" -0.241758478064516 NA -0.982512193064516
"LAYING" 3 "tGravityAcc" "Z" 0.48870318516129 NA -0.964807543870968
"LAYING" 4 "fBodyAcc" "Y" -0.938883374444444 0.366231448994444 -0.946380971111111
"LAYING" 4 "fBodyAccJerk" "X" -0.978542457407407 0.182436483157407 -0.980079292592593
"LAYING" 4 "fBodyAccJerk" "Z" -0.975383329444444 0.0770211165 -0.980261236296296
"LAYING" 4 "fBodyAccMag" "" -0.939389701296296 0.241697899814815 -0.937187975962963
"LAYING" 4 "fBodyBodyGyroMag" "" -0.961556660185185 -0.259851969798148 -0.947100325185185
"LAYING" 4 "fBodyGyro" "Y" -0.972187839074074 -0.526889995562963 -0.956182500185185
"LAYING" 4 "tBodyAcc" "X" 0.263559214981481 NA -0.954193738888889
"LAYING" 4 "tBodyAcc" "Z" -0.110688150314815 NA -0.962667314814815
"LAYING" 4 "tBodyAccJerk" "X" 0.0934494217777778 NA -0.978302781111111
"LAYING" 4 "tBodyAccJerk" "Z" -0.00641054328740741 NA -0.978511984259259
"LAYING" 4 "tBodyAccJerkMag" "" -0.970095771666667 NA -0.960786430740741
"LAYING" 4 "tBodyAccMag" "" -0.954557603148148 NA -0.931292216611111
"LAYING" 4 "tBodyGyro" "X" -0.00923156347222222 NA -0.973102422222222
"LAYING" 4 "tBodyGyro" "Z" 0.169720404092593 NA -0.962073755
"LAYING" 4 "tBodyGyroJerk" "X" -0.105019877685185 NA -0.975103204259259
"LAYING" 4 "tBodyGyroJerk" "Z" -0.0712156288333333 NA -0.983965359814815
"LAYING" 4 "tBodyGyroJerkMag" "" -0.985068502037037 NA -0.982698213703704
"LAYING" 4 "tGravityAcc" "X" -0.420664662222222 NA -0.921199965925926
"LAYING" 4 "tGravityAcc" "Z" 0.341531310555556 NA -0.976176608888889
"LAYING" 5 "fBodyAcc" "Y" -0.965419520961538 0.466528231788462 -0.972909186730769
"LAYING" 5 "fBodyAccJerk" "X" -0.982689657115385 0.239915157321154 -0.985625270384615
"LAYING" 5 "fBodyAccJerk" "Z" -0.983250309423077 0.0916938788480769 -0.986135599038461
"LAYING" 5 "fBodyAccMag" "" -0.962234984038462 0.292032094967308 -0.962525369423077
"LAYING" 5 "fBodyBodyGyroMag" "" -0.968257068846154 0.102441765923077 -0.959263063269231
"LAYING" 5 "fBodyGyro" "Y" -0.978249645769231 0.06812484775 -0.977257800961538
"LAYING" 5 "tBodyAcc" "X" 0.278334325576923 NA -0.965934509615385
"LAYING" 5 "tBodyAcc" "Z" -0.107937603673077 NA -0.968562516346154
"LAYING" 5 "tBodyAccJerk" "X" 0.0848164824230769 NA -0.983307862115385
"LAYING" 5 "tBodyAccJerk" "Z" -0.00304067159653846 NA -0.985419368461538
"LAYING" 5 "tBodyAccJerkMag" "" -0.980141253846154 NA -0.977477145384615
"LAYING" 5 "tBodyAccMag" "" -0.966777882884615 NA -0.958612786346154
"LAYING" 5 "tBodyGyro" "X" -0.0218935013501923 NA -0.979498706538461
"LAYING" 5 "tBodyGyro" "Z" 0.159894366942308 NA -0.960583776923077
"LAYING" 5 "tBodyGyroJerk" "X" -0.102114125 NA -0.983422257692308
"LAYING" 5 "tBodyGyroJerk" "Z" -0.07083096875 NA -0.989679592307692
"LAYING" 5 "tBodyGyroJerkMag" "" -0.9864194225 NA -0.98377138
"LAYING" 5 "tGravityAcc" "X" -0.483470597692308 NA -0.945695336153846
"LAYING" 5 "tGravityAcc" "Z" 0.263644691923077 NA -0.977076645
"LAYING" 6 "fBodyAcc" "Y" -0.923706791403509 0.348418746140351 -0.929711219929825
"LAYING" 6 "fBodyAccJerk" "X" -0.967072436842105 0.0114731894070175 -0.968619159473684
"LAYING" 6 "fBodyAccJerk" "Z" -0.954425844736842 0.0784684032122807 -0.963567540877193
"LAYING" 6 "fBodyAccMag" "" -0.91235165222807 0.1446050868 -0.905373979824561
"LAYING" 6 "fBodyBodyGyroMag" "" -0.930153639473684 0.119317522942105 -0.928694890175439
"LAYING" 6 "fBodyGyro" "Y" -0.941771544385965 0.0236567802333333 -0.945365097894737
"LAYING" 6 "tBodyAcc" "X" 0.248656520140351 NA -0.934049422052632
"LAYING" 6 "tBodyAcc" "Z" -0.133119570368421 NA -0.925216100350877
"LAYING" 6 "tBodyAccJerk" "X" 0.0963481955263158 NA -0.966341054736842
"LAYING" 6 "tBodyAccJerk" "Z" 0.00328817288070175 NA -0.959646055263158
"LAYING" 6 "tBodyAccJerkMag" "" -0.954750504912281 NA -0.950341934385965
"LAYING" 6 "tBodyAccMag" "" -0.918878850824561 NA -0.897326245964912
"LAYING" 6 "tBodyGyro" "X" -0.0079605026754386 NA -0.955378225087719
"LAYING" 6 "tBodyGyro" "Z" 0.179102058245614 NA -0.939141878596491
"LAYING" 6 "tBodyGyroJerk" "X" -0.111267284631579 NA -0.939611608245614
"LAYING" 6 "tBodyGyroJerk" "Z" -0.0717774743859649 NA -0.959579071578947
"LAYING" 6 "tBodyGyroJerkMag" "" -0.955645738245614 NA -0.953157001578947
"LAYING" 6 "tGravityAcc" "X" -0.47670987877193 NA -0.887746310350877
"LAYING" 6 "tGravityAcc" "Z" 0.175867709021053 NA -0.928130738421053
"LAYING" 7 "fBodyAcc" "Y" -0.942193953846154 -0.0438292665807692 -0.922917902307692
"LAYING" 7 "fBodyAccJerk" "X" -0.980393046923077 0.0207159202961538 -0.983560175384615
"LAYING" 7 "fBodyAccJerk" "Z" -0.969524977692308 0.0945605852 -0.975072995192308
"LAYING" 7 "fBodyAccMag" "" -0.927976880634615 -0.129091025169231 -0.910542462919231
"LAYING" 7 "fBodyBodyGyroMag" "" -0.941130719230769 -0.265784491092308 -0.918892518653846
"LAYING" 7 "fBodyGyro" "Y" -0.957570207692308 -0.453725644769231 -0.939727873653846
"LAYING" 7 "tBodyAcc" "X" 0.250176694038462 NA -0.93651361
"LAYING" 7 "tBodyAcc" "Z" -0.101361036576923 NA -0.952978365961539
"LAYING" 7 "tBodyAccJerk" "X" 0.0968904018076923 NA -0.980977756153846
"LAYING" 7 "tBodyAccJerk" "Z" -0.0131653918205769 NA -0.972983064230769
"LAYING" 7 "tBodyAccJerkMag" "" -0.980127239615385 NA -0.967310932307692
"LAYING" 7 "tBodyAccMag" "" -0.936392023846154 NA -0.907039513153846
"LAYING" 7 "tBodyGyro" "X" -0.00282641913096154 NA -0.9601268225
"LAYING" 7 "tBodyGyro" "Z" 0.155920029769231 NA -0.955294890576923
"LAYING" 7 "tBodyGyroJerk" "X" -0.105944243484615 NA -0.9738372325
"LAYING" 7 "tBodyGyroJerk" "Z" -0.0671901794615385 NA -0.988871878269231
"LAYING" 7 "tBodyGyroJerkMag" "" -0.983008829038462 NA -0.971205137884615
"LAYING" 7 "tGravityAcc" "X" -0.502814250576923 NA -0.914221270096154
"LAYING" 7 "tGravityAcc" "Z" 0.907537823461538 NA -0.961908984423077
"LAYING" 8 "fBodyAcc" "Y" -0.951816663703704 0.00539754357407408 -0.931236756962963
"LAYING" 8 "fBodyAccJerk" "X" -0.973110596111111 0.164984298959259 -0.975959911481481
"LAYING" 8 "fBodyAccJerk" "Z" -0.962111136666667 0.120248739635185 -0.968699222962963
"LAYING" 8 "fBodyAccMag" "" -0.932279645518518 0.0484988463518519 -0.917257979425926
"LAYING" 8 "fBodyBodyGyroMag" "" -0.944528950555556 -0.0620563752462963 -0.93678697
"LAYING" 8 "fBodyGyro" "Y" -0.957411160185185 -0.199880205519074 -0.950316470925926
"LAYING" 8 "tBodyAcc" "X" 0.261254282907407 NA -0.94304121537037
"LAYING" 8 "tBodyAcc" "Z" -0.102245365611111 NA -0.932491454407407
"LAYING" 8 "tBodyAccJerk" "X" 0.0878326902592593 NA -0.973253042222222
"LAYING" 8 "tBodyAccJerk" "Z" -0.0169218791344444 NA -0.96608757462963
"LAYING" 8 "tBodyAccJerkMag" "" -0.97314748962963 NA -0.962954517222222
"LAYING" 8 "tBodyAccMag" "" -0.935308633888889 NA -0.91325033
"LAYING" 8 "tBodyGyro" "X" 0.00535361206851852 NA -0.965204017592593
"LAYING" 8 "tBodyGyro" "Z" 0.13818830737037 NA -0.96758975462963
"LAYING" 8 "tBodyGyroJerk" "X" -0.106445008314815 NA -0.969924077407407
"LAYING" 8 "tBodyGyroJerk" "Z" -0.0694123150925926 NA -0.987601203703704
"LAYING" 8 "tBodyGyroJerkMag" "" -0.978438191296296 NA -0.969029111666667
"LAYING" 8 "tGravityAcc" "X" -0.405930036111111 NA -0.918873192333333
"LAYING" 8 "tGravityAcc" "Z" 0.719831539259259 NA -0.94183626337037
"LAYING" 9 "fBodyAcc" "Y" -0.9343665984 -0.215336752654 -0.9128367508
"LAYING" 9 "fBodyAccJerk" "X" -0.964304065 -0.08503093738 -0.9686013042
"LAYING" 9 "fBodyAccJerk" "Z" -0.955909215 -0.094374360132 -0.9597147176
"LAYING" 9 "fBodyAccMag" "" -0.9266042952 -0.085609052452 -0.921929738394
"LAYING" 9 "fBodyBodyGyroMag" "" -0.9186053356 -0.20634356866 -0.9034005814
"LAYING" 9 "fBodyGyro" "Y" -0.9345796594 -0.321206958058 -0.9231319366
"LAYING" 9 "tBodyAcc" "X" 0.2591955368 NA -0.94233309
"LAYING" 9 "tBodyAcc" "Z" -0.10754972144 NA -0.9407072854
"LAYING" 9 "tBodyAccJerk" "X" 0.08807344764 NA -0.9647404702
"LAYING" 9 "tBodyAccJerk" "Z" -0.0070536778584 NA -0.958562455
"LAYING" 9 "tBodyAccJerkMag" "" -0.9633745492 NA -0.9550268052
"LAYING" 9 "tBodyAccMag" "" -0.9308684376 NA -0.91512680016
"LAYING" 9 "tBodyGyro" "X" -0.013632036148 NA -0.9422465098
"LAYING" 9 "tBodyGyro" "Z" 0.101275010682 NA -0.9615953704
"LAYING" 9 "tBodyGyroJerk" "X" -0.10384667982 NA -0.945329035
"LAYING" 9 "tBodyGyroJerk" "Z" -0.0569490475 NA -0.9770761602
"LAYING" 9 "tBodyGyroJerkMag" "" -0.964524819 NA -0.9528015598
"LAYING" 9 "tGravityAcc" "X" -0.5802528348 NA -0.9218210626
"LAYING" 9 "tGravityAcc" "Z" 0.9578730416 NA -0.9712046902
"LAYING" 10 "fBodyAcc" "Y" -0.954341849137931 0.200554088396552 -0.946229148258621
"LAYING" 10 "fBodyAccJerk" "X" -0.979014668793104 0.0485572099491379 -0.978904364137931
"LAYING" 10 "fBodyAccJerk" "Z" -0.972592212931034 0.146112721943103 -0.978582339137931
"LAYING" 10 "fBodyAccMag" "" -0.950848109137931 0.260388946262069 -0.944304974655172
"LAYING" 10 "fBodyBodyGyroMag" "" -0.937692642586207 0.216535434472414 -0.933701315344828
"LAYING" 10 "fBodyGyro" "Y" -0.954670034482759 0.0713125646482759 -0.953453496551724
"LAYING" 10 "tBodyAcc" "X" 0.280230574137931 NA -0.968283685
"LAYING" 10 "tBodyAcc" "Z" -0.117168642362069 NA -0.95947148637931
"LAYING" 10 "tBodyAccJerk" "X" 0.073815064487931 NA -0.978007466724138
"LAYING" 10 "tBodyAccJerk" "Z" 0.00716689586275862 NA -0.976256662586207
"LAYING" 10 "tBodyAccJerkMag" "" -0.976234435172414 NA -0.967556980689655
"LAYING" 10 "tBodyAccMag" "" -0.956781819655172 NA -0.940301654482759
"LAYING" 10 "tBodyGyro" "X" -0.019555937162069 NA -0.961713199827586
"LAYING" 10 "tBodyGyro" "Z" 0.104720478344828 NA -0.971940597413793
"LAYING" 10 "tBodyGyroJerk" "X" -0.100308254413793 NA -0.965900578103448
"LAYING" 10 "tBodyGyroJerk" "Z" -0.0590744912758621 NA -0.983949302758621
"LAYING" 10 "tBodyGyroJerkMag" "" -0.970830848965517 NA -0.959632931551724
"LAYING" 10 "tGravityAcc" "X" -0.453069737586207 NA -0.954531941896552
"LAYING" 10 "tGravityAcc" "Z" -0.031121624137931 NA -0.963045642431035
"LAYING" 11 "fBodyAcc" "Y" -0.971403935438596 0.251945472245614 -0.973589287368421
"LAYING" 11 "fBodyAccJerk" "X" -0.984884874385965 0.178104551486316 -0.987122678245614
"LAYING" 11 "fBodyAccJerk" "Z" -0.979564844210526 0.0300169449866667 -0.983302949122807
"LAYING" 11 "fBodyAccMag" "" -0.973994004561404 0.336010660578947 -0.976037695614035
"LAYING" 11 "fBodyBodyGyroMag" "" -0.967093356491228 0.0406004062738596 -0.954849053508772
"LAYING" 11 "fBodyGyro" "Y" -0.982640271929825 0.104942477754386 -0.982660631754386
"LAYING" 11 "tBodyAcc" "X" 0.280592970877193 NA -0.98477733
"LAYING" 11 "tBodyAcc" "Z" -0.108786578070175 NA -0.971311176842105
"LAYING" 11 "tBodyAccJerk" "X" 0.0766645337017544 NA -0.985259108596491
"LAYING" 11 "tBodyAccJerk" "Z" 0.00277690502070175 NA -0.982111784210526
"LAYING" 11 "tBodyAccJerkMag" "" -0.983330628421053 NA -0.976504858596491
"LAYING" 11 "tBodyAccMag" "" -0.980621180175439 NA -0.972891829473684
"LAYING" 11 "tBodyGyro" "X" -0.0191743840136842 NA -0.980836884561403
"LAYING" 11 "tBodyGyro" "Z" 0.152019015929825 NA -0.959897432807018
"LAYING" 11 "tBodyGyroJerk" "X" -0.102297501877193 NA -0.981724838421053
"LAYING" 11 "tBodyGyroJerk" "Z" -0.0666957489649123 NA -0.986549063333333
"LAYING" 11 "tBodyGyroJerkMag" "" -0.990641248245614 NA -0.984476476666667
"LAYING" 11 "tGravityAcc" "X" -0.134832031403509 NA -0.97956560245614
"LAYING" 11 "tGravityAcc" "Z" 0.112620189964912 NA -0.984192606315789
"LAYING" 12 "fBodyAcc" "Y" -0.951265971 0.19137270056 -0.9506400405
"LAYING" 12 "fBodyAccJerk" "X" -0.968742758833333 0.083907082125 -0.972820011166667
"LAYING" 12 "fBodyAccJerk" "Z" -0.967149695166667 0.0239504464626667 -0.972713844666667
"LAYING" 12 "fBodyAccMag" "" -0.9438674399 0.0818083852738333 -0.942133255166667
"LAYING" 12 "fBodyBodyGyroMag" "" -0.9454970225 0.00220615496116666 -0.940373827666667
"LAYING" 12 "fBodyGyro" "Y" -0.95256172 -0.0199866541433333 -0.955343675666667
"LAYING" 12 "tBodyAcc" "X" 0.260113433 NA -0.95531868
"LAYING" 12 "tBodyAcc" "Z" -0.108160125666667 NA -0.9483338435
"LAYING" 12 "tBodyAccJerk" "X" 0.0854295393833333 NA -0.969276283333333
"LAYING" 12 "tBodyAccJerk" "Z" -0.0043714837772 NA -0.970629308166667
"LAYING" 12 "tBodyAccJerkMag" "" -0.969843834166667 NA -0.962580915166667
"LAYING" 12 "tBodyAccMag" "" -0.9482046755 NA -0.936542686833333
"LAYING" 12 "tBodyGyro" "X" -0.0146546807316667 NA -0.966090742
"LAYING" 12 "tBodyGyro" "Z" 0.14519184795 NA -0.950157442166667
"LAYING" 12 "tBodyGyroJerk" "X" -0.0990402297166667 NA -0.9671982025
"LAYING" 12 "tBodyGyroJerk" "Z" -0.0678909002816667 NA -0.969953929666667
"LAYING" 12 "tBodyGyroJerkMag" "" -0.971067768833333 NA -0.962012018333333
"LAYING" 12 "tGravityAcc" "X" -0.3785920653 NA -0.936458309333333
"LAYING" 12 "tGravityAcc" "Z" 0.2750431984 NA -0.9596439555
"LAYING" 13 "fBodyAcc" "Y" -0.965843757258064 0.0363424960967742 -0.947462328225806
"LAYING" 13 "fBodyAccJerk" "X" -0.985199684354839 0.169895805430645 -0.98707817516129
"LAYING" 13 "fBodyAccJerk" "Z" -0.980994601935484 0.0584183074479032 -0.983670049354839
"LAYING" 13 "fBodyAccMag" "" -0.959535493548387 0.0815111222612903 -0.949431319193548
"LAYING" 13 "fBodyBodyGyroMag" "" -0.957681621290323 0.050207734033871 -0.946133432096774
"LAYING" 13 "fBodyGyro" "Y" -0.968689729193548 -0.042663103 -0.959944126451613
"LAYING" 13 "tBodyAcc" "X" 0.276716360483871 NA -0.968891989354839
"LAYING" 13 "tBodyAcc" "Z" -0.104331864532258 NA -0.950392995483871
"LAYING" 13 "tBodyAccJerk" "X" 0.0767774832096774 NA -0.98541995
"LAYING" 13 "tBodyAccJerk" "Z" -0.00988389709596774 NA -0.983070657419355
"LAYING" 13 "tBodyAccJerkMag" "" -0.985467853870968 NA -0.980066243387097
"LAYING" 13 "tBodyAccMag" "" -0.960517768225806 NA -0.947944746612903
"LAYING" 13 "tBodyGyro" "X" -0.00973609968045161 NA -0.972143470322581
"LAYING" 13 "tBodyGyro" "Z" 0.117819614790323 NA -0.967350513709677
"LAYING" 13 "tBodyGyroJerk" "X" -0.101835573822581 NA -0.981404742903226
"LAYING" 13 "tBodyGyroJerk" "Z" -0.0648770419677419 NA -0.989801549193548
"LAYING" 13 "tBodyGyroJerkMag" "" -0.98544626483871 NA -0.975113305645161
"LAYING" 13 "tGravityAcc" "X" -0.156852206467742 NA -0.957875244677419
"LAYING" 13 "tGravityAcc" "Z" 0.598884988709677 NA -0.959892863709677
"LAYING" 14 "fBodyAcc" "Y" -0.930366906078431 -0.149752054909804 -0.905221049156863
"LAYING" 14 "fBodyAccJerk" "X" -0.972010709215686 -0.158599091641176 -0.973491388039216
"LAYING" 14 "fBodyAccJerk" "Z" -0.968593195686275 -0.0887922483196078 -0.97491443
"LAYING" 14 "fBodyAccMag" "" -0.899463668843137 -0.131771172645098 -0.859606047058823
"LAYING" 14 "fBodyBodyGyroMag" "" -0.930151731176471 -0.190837039343137 -0.917760104901961
"LAYING" 14 "fBodyGyro" "Y" -0.938087898235294 -0.277833948752941 -0.929955407058824
"LAYING" 14 "tBodyAcc" "X" 0.233275439803922 NA -0.917501887333333
"LAYING" 14 "tBodyAcc" "Z" -0.0868333315509804 NA -0.900331921686275
"LAYING" 14 "tBodyAccJerk" "X" 0.098140384845098 NA -0.971473557058824
"LAYING" 14 "tBodyAccJerk" "Z" -0.0323601505045098 NA -0.972431855490196
"LAYING" 14 "tBodyAccJerkMag" "" -0.972576392941176 NA -0.966450909019608
"LAYING" 14 "tBodyAccMag" "" -0.905978250196078 NA -0.856593119215686
"LAYING" 14 "tBodyGyro" "X" 0.00505221181607843 NA -0.957221015098039
"LAYING" 14 "tBodyGyro" "Z" 0.149124058235294 NA -0.952296965294118
"LAYING" 14 "tBodyGyroJerk" "X" -0.105446637019608 NA -0.970274962745098
"LAYING" 14 "tBodyGyroJerk" "Z" -0.0566171868039216 NA -0.979711372941176
"LAYING" 14 "tBodyGyroJerkMag" "" -0.975621183137255 NA -0.964009921960784
"LAYING" 14 "tGravityAcc" "X" -0.145483631627451 NA -0.862136937254902
"LAYING" 14 "tGravityAcc" "Z" 0.83656291 NA -0.90130385627451
"LAYING" 15 "fBodyAcc" "Y" -0.962461124305556 0.240597438814583 -0.964590430138889
"LAYING" 15 "fBodyAccJerk" "X" -0.981329999027778 0.114787481842222 -0.983949290694444
"LAYING" 15 "fBodyAccJerk" "Z" -0.97477568375 0.00103397312222222 -0.980745097361111
"LAYING" 15 "fBodyAccMag" "" -0.956001034027778 0.127358410820833 -0.94550856
"LAYING" 15 "fBodyBodyGyroMag" "" -0.946812642361111 -0.196344267730556 -0.923682244861111
"LAYING" 15 "fBodyGyro" "Y" -0.964310893611111 -0.146020121881944 -0.959991907083333
"LAYING" 15 "tBodyAcc" "X" 0.2894756525 NA -0.972255551527778
"LAYING" 15 "tBodyAcc" "Z" -0.118530240291667 NA -0.929586835277778
"LAYING" 15 "tBodyAccJerk" "X" 0.0767515438611111 NA -0.981739386805556
"LAYING" 15 "tBodyAccJerk" "Z" -0.00443927981861111 NA -0.978402956527778
"LAYING" 15 "tBodyAccJerkMag" "" -0.979890228194444 NA -0.973644462777778
"LAYING" 15 "tBodyAccMag" "" -0.955340661527778 NA -0.943314107916667
"LAYING" 15 "tBodyGyro" "X" -0.0168300887791667 NA -0.957167680694444
"LAYING" 15 "tBodyGyro" "Z" 0.113451899791667 NA -0.956537051666667
"LAYING" 15 "tBodyGyroJerk" "X" -0.102266714236111 NA -0.97392395125
"LAYING" 15 "tBodyGyroJerk" "Z" -0.0624334556236111 NA -0.980112732777778
"LAYING" 15 "tBodyGyroJerkMag" "" -0.983235025416667 NA -0.973650041666667
"LAYING" 15 "tGravityAcc" "X" -0.1719930545 NA -0.961509742916667
"LAYING" 15 "tGravityAcc" "Z" -0.0369192905555556 NA -0.950710357083333
"LAYING" 16 "fBodyAcc" "Y" -0.963635575142857 -0.1830181401 -0.937083636714286
"LAYING" 16 "fBodyAccJerk" "X" -0.988580046285714 0.06559671734 -0.989287359142857
"LAYING" 16 "fBodyAccJerk" "Z" -0.985544945285714 0.0652078600842857 -0.988348904571429
"LAYING" 16 "fBodyAccMag" "" -0.968020521285714 -0.121302340485714 -0.958111895857143
"LAYING" 16 "fBodyBodyGyroMag" "" -0.970249638857143 -0.124998552485714 -0.958975084
"LAYING" 16 "fBodyGyro" "Y" -0.976092920571429 -0.2155078006 -0.968135251857143
"LAYING" 16 "tBodyAcc" "X" 0.274227162571429 NA -0.973691429428571
"LAYING" 16 "tBodyAcc" "Z" -0.107310493242857 NA -0.965490276285714
"LAYING" 16 "tBodyAccJerk" "X" 0.0783960268571429 NA -0.988416723857143
"LAYING" 16 "tBodyAccJerk" "Z" -0.00154105089764286 NA -0.987644127
"LAYING" 16 "tBodyAccJerkMag" "" -0.988349656571429 NA -0.987891003571429
"LAYING" 16 "tBodyAccMag" "" -0.961834634857143 NA -0.957895927714286
"LAYING" 16 "tBodyGyro" "X" -0.0161545406857143 NA -0.977010769857143
"LAYING" 16 "tBodyGyro" "Z" 0.0966210349428571 NA -0.984781484857143
"LAYING" 16 "tBodyGyroJerk" "X" -0.1022095722 NA -0.985835459428571
"LAYING" 16 "tBodyGyroJerk" "Z" -0.0576790435142857 NA -0.994465157714286
"LAYING" 16 "tBodyGyroJerkMag" "" -0.990839526285714 NA -0.988212425428571
"LAYING" 16 "tGravityAcc" "X" -0.206783742242857 NA -0.963761977857143
"LAYING" 16 "tGravityAcc" "Z" 0.893884468571429 NA -0.967886002
"LAYING" 17 "fBodyAcc" "Y" -0.954648102253521 0.0546075608732394 -0.942791615915493
"LAYING" 17 "fBodyAccJerk" "X" -0.98147206915493 0.188447976580282 -0.983213244366197
"LAYING" 17 "fBodyAccJerk" "Z" -0.98038005915493 0.0265752327492958 -0.983854158873239
"LAYING" 17 "fBodyAccMag" "" -0.961046326338028 -0.0494678208816901 -0.949042531690141
"LAYING" 17 "fBodyBodyGyroMag" "" -0.969014444788732 -0.0465567390414085 -0.96002383915493
"LAYING" 17 "fBodyGyro" "Y" -0.973669098591549 0.0154847631971831 -0.970627806901408
"LAYING" 17 "tBodyAcc" "X" 0.269780085577465 NA -0.972960567323944
"LAYING" 17 "tBodyAcc" "Z" -0.107006279704225 NA -0.953476700140845
